报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
净利润(扣除非经常性损益后)(万元),-7639,-5886,-3761,-2146,-4640,-4359,-2991,916,-267,-1428,-2071,-1129,-2452,-2235,-1706,-3043,-3271,-1859,-1536,-2433,-1786,-1316,-1522,-2087,-950,-347,-759,153,--,576,--,-895,--,702,--,2194,--,746,--,728,--,521,0,-349,0,50,--,-10784,0,15,--,-185,0,142,0,-4985,0,-1080,0,-4900,0,340,0,-832,0,457,0,-6249,-915,50,0,311,832,196,482,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-17420,-16410,-19643,-15542,-25168,-22528,-18175,-4722,-19654,-13616,-19715,10915,-10299,-9658,-18028,1597,-11958,-13588,-18948,7102,-10841,-5651,-8994,4670,-7139,-13526,-13255,12847,-4173,-2821,-11708,1811,-7432,-12346,-12704,-16339,-23247,-10149,-7518,11621,-4439,-3866,-4894,5226,-6101,-5463,-5995,13469,3206,3664,2055,-1705,-4812,-3717,-2242,3125,2156,-1780,2675,7936,1899,4853,-914,6772,483,-2612,3183,10511,0,-2261,0,1637,-7327,-5157,-2213,-2653,--,-1075,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-12630,-12317,-14849,-10969,-23037,-15382,-10998,-17362,-31815,-27538,-21434,7903,-12969,-15951,-23522,3055,-8946,-8379,-14820,-2666,-17229,-4393,-7434,-2766,-16914,-14895,-14290,11924,-5614,-882,-12345,1901,-8737,-8102,-11023,-13141,-27538,-13252,-15253,18280,-7020,-6162,-6595,2232,-5268,-2570,-5215,6067,-5342,95,-3093,-2333,-15733,-15811,-10484,9713,-1271,-270,2006,2487,-3231,-3881,-5745,2919,2071,-280,49,-8831,0,-3717,0,8926,-2377,-6349,-11203,4406,--,-6247,--,--,--,--,--,--,
总资产(万元),180804,182070,183069,212074,199047,211066,186160,211631,281098,253058,226769,230452,211711,207131,197056,209367,217569,222745,205400,208286,200844,219675,209100,210719,202242,209733,205648,209017,217486,227190,212321,205076,190284,189254,168745,158264,143005,143466,138154,146629,135383,129464,122053,122941,119653,122350,115484,115494,115656,117373,108391,113245,104073,101574,96700,106318,100962,99074,98300,94590,106704,105234,103435,104204,118028,109435,114385,99581,105089,109743,105009,106991,106337,103987,84209,87360,82793,75112,80685,79973,72735,52858,33437,22666,
流动资产(万元),145950,147007,148479,177254,164038,176178,151253,176035,246137,217942,191634,195045,176845,172210,161938,174052,182467,187509,170104,172940,165486,184275,175130,176518,166774,174245,170477,174107,182685,192599,177902,170673,156831,156176,136031,125550,110165,111905,106569,115091,104680,98822,91324,92230,88571,91800,84643,84850,97826,99397,92088,97781,88681,85783,80379,89877,84579,81580,80223,76081,87402,85196,84033,84147,96821,88485,--,--,--,0,83570,--,0,0,0,66313,63117,55687,61296,60417,55678,43369,25125,15802,
总负债(万元),138524,138667,137972,163275,153215,164230,139178,164319,235091,208692,183588,185210,167981,163595,153298,164085,173260,177382,160065,161558,153834,172077,163755,163873,156891,163305,159900,162471,171276,180615,166184,159183,147103,146182,126571,116153,102172,103633,98823,107717,96033,90819,84154,85316,81610,84125,76856,77348,77122,79097,70461,75605,65264,62943,59148,68150,62930,61437,60858,57873,66573,65289,64610,64758,78101,70177,75214,60440,61134,64643,59957,61799,60458,53086,33604,37647,32998,25854,30725,31815,23870,38090,23066,15157,
流动负债(万元),135292,135171,134214,162545,152815,163743,138633,163453,234278,207833,183449,185050,167939,163535,153213,163925,172999,177374,160057,161550,153826,172069,163747,163865,156883,163297,159892,162463,171268,180607,166176,159175,147095,146174,126563,116145,102164,103625,98815,107709,96025,90811,84146,85308,81572,84038,76727,77205,77114,79089,70453,75597,65256,62935,55640,64642,59402,57909,57106,54120,62820,61622,60943,61091,74434,66555,--,--,--,0,56327,--,0,0,0,38752,32652,25528,30363,31446,23524,36144,21122,12991,
股东权益不含少数股东权益(万元),28173,29770,31845,35529,33188,33970,34582,35223,34018,32644,31912,33984,32438,32536,33082,34668,33600,34757,35022,36418,36971,37364,36820,38321,36999,37538,37059,37781,37725,37822,37268,37227,36919,36855,36403,36062,35218,34453,33544,33366,34052,33622,32634,32589,33293,32411,32315,32039,32053,31893,31720,31621,34421,34494,33523,34128,33831,34078,33318,33757,37818,38235,37433,37865,38601,37704,37532,37395,41989,43172,43225,43085,43560,48749,48933,48419,48552,48146,48762,46935,47412,13877,9560,6776,
净资产收益率加权(%),-23.1,-17.62,-10.93,1.66,-5.38,-3.02,-1.84,3.43,0.1,-3.98,-6.29,-1.87,-6.65,-6.28,-4.68,-4.67,-8.05,-4.67,-3.91,-5.08,-3.54,-2.49,-4,1.29,-2.17,-0.72,-1.93,1.48,1.33,1.61,0.11,2.95,2.27,2.1,0.94,6.8,4.6,2.44,0.53,3.22,--,1.61,0,1.99,0,0.23,--,1.23,0,0.02,--,1.2,0,1.25,0,1.85,0,0.95,0,-13.49,0,0.93,0,0.67,0,0.81,0,-14.68,0,0.22,0,0.55,1.65,0.69,0,--,--,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
