,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code
0,2.64,42.34,2.78,10.03,8.73,56.43,5.95,4.1,12.9,4.1,2.64,41.6,29.91,-1.06,482.19,1.17,0.39,12.98,966.91,35.52,0,64.48,0,151.24,55.08,92.79,0,72.11,92.79,53.12,288.2,42.27,26.83,-4.46,6.16,17.77,0.1,2.38,-0.02,236687,100203,20668,-332,113,20781,11394,11093,2326,-14739,532949,214082,189298,182563,278152,3.97,9.01,29.96,0.91,0.79,0.47,297.55,577.79,1.09,248.5,0.01,0,0.17,0.01,1.27,600488
1,4.97,35.13,4.92,14.36,12.18,64.44,9.49,9.95,64.57,10.38,4.97,34.28,20.1,11.4,287.82,1.11,0.9,16.32,575.02,52.1,1.19,47.9,5.94,506.53,108.76,92.64,11.03,48.78,104.13,106.59,188.14,9.01,0.26,5.14,-3.49,1.21,0.6,3.86,0.07,235439,82712,28674,3212,64,28738,20541,17157,25618,-8452,449585,225332,234223,202858,206484,10.4,1.87,144.14,3.76,3.66,0.52,71.84,521.34,1.02,265.7,0.11,0.06,1.15,0.11,12.63,300439
2,2.69,75.16,2.68,12.4,10.75,22.89,9.16,2.89,20.64,3.36,2.69,76.31,62.37,0.6,695.12,4.4,0.79,13.36,713.74,19.93,0.01,80.07,0.51,272.36,24.89,25.37,0.64,66.76,25.53,23.21,526.39,24.12,-0.56,-0.07,4.36,-2.58,0.17,3.59,0.33,74585,56056,8016,-1.0,48,8064,5531,5022,12865,2251,254007,202081,50625,45908,191092,2.94,3.87,69.7,0.1,0.9,0.29,2639.3,921.82,0.37,730.32,0.17,0.05,1.88,0.25,28.02,002566
3,4.68,66.59,4.78,14.57,12.37,31.78,10.11,6.08,8.6,6.08,4.68,69.41,51.58,-2.28,537.92,3.43,3.03,143.62,-1142.68,23.02,0.0,76.98,0.0,462.29,29.91,91.98,0.0,63.23,32.7,28.36,218.06,16.72,21.7,234.66,6.28,9.55,0.09,1.5,-0.25,52431,34914,6483,-156,7,6491,5299,5260,1994,760,113248,84738,26075,24719,87173,6.15,1.77,152.86,1.86,1.82,0.47,145.51,570.7,0.64,420.76,0.04,0.02,0.38,0.08,8.07,000790
4,9.51,77.43,9.47,21.58,16.9,21.35,14.09,12.12,104.09,12.01,9.51,76.78,57.55,5.24,447.8,4,3.68,131.56,6968.48,20.8,0.25,79.2,13.59,756.83,26.26,36.66,16.8,60.11,41.66,21.14,276.93,11.21,9.95,31.08,13.77,-3.27,1.04,3.69,0.36,119111,92233,20129,612,468,20597,16777,15022,21053,-36317,176361,118177,36681,29524,138396,12.35,4.77,56.6,2.93,4.38,0.67,92.3,401.73,0.99,272.04,0.18,0.12,1.25,0.57,71.31,300723
5,-0.34,32.61,-0.34,-2.59,-8.98,66.18,-4.94,-0.71,-0.94,-0.44,-0.34,36.75,34.24,-285.9,-1238.79,3.59,2.31,109.77,162.98,23.4,0.02,76.6,0.78,501.34,30.54,62.1,1,78.91,62.73,19.9,639.63,15.15,-26.62,-161.76,-31.28,-22.05,-0.01,2.91,-0.41,37858,12346,-3400,446,2403,-997,-2843,-7980,54048,-27980,554155,287874,129658,80159,402661,-0.7,1.58,171.33,0.25,0.35,0.07,1087.83,3982.3,0.11,2463.5,1.43,0.1,18.48,0.42,67.43,600568
6,0.52,25.63,0.53,2.37,2.32,73.48,2.14,0.84,2.13,0.84,0.52,16.6,21.48,62.2,1128.06,1.21,0.85,20.05,194.95,38.09,0.01,61.91,0.05,131.83,61.53,111.26,0.07,69.35,111.34,41.51,377.12,0,-16.41,-74.54,1.62,6.37,0.02,2.12,1.02,89831,23024,2081,1310,-40,2041,1922,-60,-11103,-37598,370325,115076,141070,94994,229255,0.84,4.87,55.39,2.1,1.14,0.25,128.27,1094.89,0.69,389.78,-0.12,-0.03,-5.78,-0.08,-11.69,002562
7,11.9,70,12.45,66.08,37.25,28.9,32.53,13.4,78.76,13.36,11.9,71.55,26.04,6.46,189.02,7.19,6.28,107.16,-12515.61,10.92,,89.08,,1011.11,12.26,,,63.21,27.1,11.84,,8.62,39.0,13.5,18.15,19.23,0.77,3.46,1.58,63056,44138,23486,1644,-135,23351,19887,17213,5567,4737,172386,130767,18827,18181,148379,14.04,5.64,47.9,1.25,3.08,0.38,216.48,705.33,0.49,554.53,0.09,0.03,0.27,0.3,30.62,603387
8,3.02,38.64,3.05,9.58,8.95,60.71,6.77,7.26,80.54,7.79,3.02,39.53,28.31,15.11,450.05,1.07,0.87,16.04,321.92,61.29,3.6,38.71,12.4,322.81,158.3,98.78,24.27,72.45,130.43,151.02,159.15,12.5,18.95,16.77,-18.62,-1.99,0.51,6.22,-0.18,1610364,622257,144117,26742,-5852,138265,74560,50722,100963,-157825,3613978,1789067,2214856,1664688,1026332,6.18,2.2,122.97,2.95,2.32,0.45,91.59,599.87,0.92,292.94,0.06,0.03,0.93,0.05,6.07,600079
9,3.49,50.68,3.55,10.44,6.98,47.93,8.24,6.07,16.94,6.86,3.49,54.59,41.85,26.68,532.55,1.63,1.26,13.93,464.5,49.2,0.25,50.8,6.09,295.48,96.86,65.6,10.71,60.32,73.47,87.89,214.93,17.22,26.17,5.29,-2.07,4.04,0.14,1.17,0.32,154881,78494,10815,7,3924,14739,10178,7104,6781,-18013,365929,229365,180042,141079,167695,6.05,1.41,191.16,1.42,1.67,0.43,189.97,626.45,0.69,391.7,0.04,0.02,0.53,0.04,4.81,000931
10,1.72,63.74,1.71,6.39,6.08,35.04,5.48,2.92,5.92,2.53,1.72,67.79,59.09,-0.17,1046.75,1.56,1.14,17.54,482.12,31.9,0.49,68.1,6.41,112.19,46.85,85.04,8.61,79.28,93.05,43.84,322.78,0,24.27,13.15,-5.55,-5.57,0.06,1.2,0.13,65681,41863,3996,-10,3,3999,3870,3475,5270,-13545,208905,76532,66643,48968,132596,2.93,2.74,98.67,1.01,0.5,0.31,266.43,863.72,0.79,339.88,0.08,0.03,1.46,0.08,10.76,300181
11,11.19,81.63,11.84,50.29,29.75,17.88,26.11,13.31,,13.31,11.19,82.01,40.52,-0.47,275.65,4.9,4.43,364.22,-1788.36,15.95,,84.05,,642.61,18.98,,,59.23,54.38,13.17,,13.2,20.25,26.53,24.52,27.34,1.13,8.06,0.47,19061,15560,5671,620.0,-27,5645,4977,4774,4713,-825,44484,24151,7097,4924,37387,8.86,8.65,31.22,1.81,2.27,0.45,148.86,595.24,0.77,350.69,0.25,0.11,0.95,0.66,95.71,688399
12,10.1,71.09,9.9,58.08,34.93,26.95,29.33,12.01,56.02,12.01,10.1,70.16,31.02,-3.57,204.24,5.53,5,315.42,-4761.12,15.84,0.02,84.16,0.82,274.41,18.82,47.81,0.97,66.31,48.28,13.74,819.89,24.61,1.34,-9.87,-1.1,0.99,0.62,0.0,0.53,112733,80142,39380,-1259,-141,39238,33062,31683,40503,-10886,327214,194247,51819,35143,275395,11.79,7.9,34.17,1.82,0.96,0.34,148.64,799.76,0.55,487.28,0.36,0.12,1.23,0.78,115.25,002275
13,-4.58,82.1,-4.84,-110.58,-160.38,11.72,-257.82,-15.56,-5.79,-15.98,-4.58,88.79,213.34,37.28,-32.11,1.3,1.3,114.75,-14316.77,71.33,0.0,28.67,0.0,11286.77,248.81,-20.05,0.0,33.4,25.54,248.81,12.24,0.25,-20.41,-560.05,-13.13,10.51,-0.06,-1.69,-0.03,333,273,-533,1,-317,-850,-858,-543,-243,183,18719,17348,13352,13352,5510,-14.94,177.79,0.51,11.32,4.82,0.02,7.95,14361.7,0.02,13235.29,-0.73,-0.01,-0.76,-0.02,-1.82,600385
14,4.76,43.91,4.91,22.98,18.06,55.09,14.16,9.18,86.58,9.13,4.76,46.2,22.6,0.12,242.8,1.38,1.25,1.77,520.56,47.9,0.29,52.1,4.5,158.95,91.93,76.88,7.95,65.2,83.51,87.47,214.69,32.46,-19.59,-25.98,12.06,6.99,0.86,1.48,0.12,383351,168322,69244,1002,82,69326,53985,48591,24568,-136473,1141394,644750,546707,468861,587773,9.57,1.25,216.35,3.5,0.74,0.35,77.16,779.45,0.63,426.95,0.06,0.02,0.45,0.04,5.24,600781
15,1.25,94.83,1.72,32.94,18.1,3.91,16.2,1.44,5.08,1.44,1.25,96.11,49.12,-1.23,530.28,10.19,10.1,346.94,-397.42,13.31,0.04,86.69,2.47,3912.11,15.35,37.74,2.77,47.91,38.81,10.36,1071.89,1.71,34.55,38.41,5.61,8.97,0.05,1.39,-0.01,12862,12197,2328,128.0,-28,2300,2083,1685,-3865,24598,167003,110814,22229,10874,144773,3.5,2.9,93.23,0.55,11.11,0.11,488.6,2535.21,0.19,1408.45,-0.3,-0.02,-1.86,-0.17,-35.54,688321
16,17.67,96.01,19.97,152.81,56.62,3.49,48.56,20.23,46.38,18.65,17.67,87.89,33.53,1.72,167.44,16.85,16.35,1026.26,-1475.56,5.25,,94.75,,235.65,5.54,,,82.54,26.6,4.68,,34.73,29.64,28.39,36.67,37.15,0.47,0.88,0.1,50000,48003,28312,136,356,28669,24658,24188,15755,16582,137419,102782,7216,6098,121915,21.86,3.26,82.75,0.64,0.31,0.41,420.17,656.61,0.55,488.6,0.32,0.11,0.65,2.18,258.35,300357
17,-1.42,80,-1.42,-12.87,-17.08,18.95,-14.38,-2.62,-8.73,-2.62,-1.42,55.88,86.87,-37.97,-581.42,2.39,2.22,98.47,-137.93,45.7,0.58,54.3,15.71,270.48,84.17,76.28,22.44,85.68,98.35,64.78,268.97,0,-38.48,-127.27,-23.9,-3.79,-0.09,4.87,4.9,55678,44541,-9511,1059,1850,-7661,-8004,-11574,-15130,-48541,563038,262359,257320,109560,305719,-5.02,0.45,596.29,0.6,0.97,0.1,446.8,2738.34,0.2,1368.47,-0.27,-0.03,3.22,-0.06,-13.81,300199
18,2.57,34.16,2.76,22.74,18.98,65.57,16.14,3.9,11.15,3.89,2.57,33.47,17.7,12.6,179.84,2.33,0.78,53.72,1491.44,33.93,0.9,66.07,10.25,168.68,51.35,79.75,18.9,77.09,50.56,43.19,179.55,0,-14.23,-18.64,46.06,2.27,0.12,1.11,0.3,39064,13346,7416,930,5,7421,6315,5609,-7798,34410,245130,163241,83163,69956,161987,4.53,4,67.57,0.24,0.72,0.17,1146.5,1580.8,0.27,1010.48,-0.2,-0.03,-1.24,-0.09,-11.15,002166
19,2.79,25.32,2.97,14.44,12.29,74.19,10.48,4.46,76.37,4.3,2.79,23.82,10.51,11.4,205.89,1.66,0.95,16.4,491.99,35.1,0.13,64.9,2.71,345.81,54.09,69.18,4,68.85,72.06,53.46,273.99,19.68,-7.12,-18.15,5.5,29.1,0.78,6.64,0.4,78679,19923,9672,1098,5,9676,8323,7161,8073,5576,295616,157368,103769,94557,186568,4.53,4.03,66.97,0.88,1.12,0.28,305.12,952.38,0.49,556.59,0.1,0.03,0.98,0.08,8.54,300583
20,8.09,56.95,8.24,37.67,18.93,41.66,22.59,10.2,112.88,10.36,8.09,23.87,29.02,30.19,209.83,2.15,1.82,83.43,-52660.38,21.92,0.18,78.08,3.37,117.51,28.07,79.33,4.13,82.84,82.75,25.43,456.54,29.42,-9.18,79.6,5.21,7.45,1.11,2.36,0.34,196436,111876,37183,-36,16135,53319,43490,30510,47070,3480,548719,194161,120269,90470,426572,10.58,2.91,92.66,2.83,0.91,0.36,95.52,740.33,1.03,262.75,0.24,0.09,1.06,0.39,52.03,300233
21,14.52,81.92,16.3,76.13,35.44,17.32,33.86,19.61,74.98,19.61,14.52,84.35,28.44,-0.08,231.31,1.53,1.21,13.34,4124.53,25.96,0.07,74.04,3.66,276.75,35.06,43.21,4.22,72.95,90.14,29.33,935.19,27.15,51.31,70.05,27.67,41.79,0.75,3.35,0.61,60853,49851,21568,407,-17,21551,20603,19879,7403,-11270,141909,47196,36839,30821,105070,21.23,3.37,80.08,1.25,1.21,0.48,216.16,560.86,1.34,202.16,0.12,0.05,0.36,0.2,24.02,300630
22,10.82,89.66,11.93,55.64,31.21,9.68,26.39,12.63,73.95,12.63,10.82,90.58,45.74,0.36,287.36,5.44,5.31,187.33,-1687.03,14.32,3.28,85.68,10.28,572.42,16.72,102.86,17.17,63.82,28.4,16.22,200.2,15.04,32.84,13.54,18.75,22.75,0.75,5.13,0.54,41246,36982,12871,47,-1,12870,10886,9231,13431,6373,100611,76129,14412,13984,86200,12.91,2.02,133.98,2.47,1.85,0.45,109.13,597.35,0.62,434.08,0.33,0.13,1.23,0.93,96.05,300685
23,7.16,76.14,7.3,70.19,33.4,23.1,32.83,7.31,68.9,7.42,7.16,62,28.82,18.72,205.92,27.49,25.57,1512.59,-1895.27,3.43,,96.57,,5.01,3.55,,,75.44,18.72,3.09,,21.89,5.51,-5.69,7.1,8.14,0.67,0.02,-0.44,13975,10641,4667,467,501,5168,4478,3503,2117,2116,64054,52475,2196,1909,61296,7.44,4.02,67.23,1.15,0.62,0.22,235.6,1215.12,0.27,995.21,0.15,0.03,0.46,0.96,110.91,002932
24,9.08,82.81,9.32,41.44,28.94,15.99,26.05,10.03,135.06,10.14,9.08,84.41,52.69,-1.25,285.93,4.6,4.39,272,-3349.29,10.45,0.58,89.55,21.41,1615.35,11.66,59.78,23.78,55.48,60.6,11.11,188.8,5.43,25.63,4.2,4.78,2.77,1.35,2.57,-0.23,93129,77117,26952,-356,18,26970,23905,23845,39039,12337,267119,122156,27901,26570,238396,10.35,2.63,102.71,2.52,4.38,0.36,107.18,754.19,0.81,334.74,0.42,0.15,1.61,1.4,146.93,600211
25,6.31,45.76,6.98,54.73,34.53,53.17,29.71,10.41,79.72,10.42,6.31,21.19,8.93,5.39,132.38,1.8,1.58,55.44,2412.03,39.45,0.61,60.55,11.82,73.63,65.15,77.37,16.33,78.28,92.47,59.96,261.9,40.54,-14.2,-32.96,4.79,32.68,0.79,2.64,0,576553,263857,199068,10485,249,199318,170588,159905,109471,92445,2715936,1195361,1071458,665101,1639355,10.42,3.54,76.18,2.14,0.63,0.23,126.27,1149.43,0.51,529.93,0.19,0.04,0.64,0.1,16.46,002001
26,3.24,44.89,3.41,11.04,8.06,54.02,8.1,4.83,10.5,4.83,3.24,47.79,35.21,38.04,450.37,2.18,2.16,16.09,9117.5,32.89,,67.11,,569.04,49,,,62.86,43.51,48.3,,12.6,14.91,-31.05,3.39,24.24,0.1,1.28,0.29,54800,24600,4419,1034,1043,5462,4440,2844,-2620,-7289,136901,96925,45024,44380,91877,4.88,2.17,124.41,27.6,2.21,0.42,9.78,641.48,0.6,447.24,-0.05,-0.02,-0.59,-0.06,-5.9,603676
27,10.03,91.09,10.32,39.9,26.95,7.71,22.92,12.4,63.07,12.4,10.03,92.39,59.08,3.25,335.78,5.25,4.82,342.56,-3093.69,19.11,0,80.89,0.14,980.97,23.62,73.09,0.18,48.72,54.33,13.21,516.39,8.33,10.41,9.05,13.68,11.27,0.63,3.98,0.73,240965,219484,64934,1693,431,65365,55227,50383,53769,-47730,550789,308739,105253,58845,445537,12.96,7.16,37.72,0.74,3.48,0.45,364.91,599.6,0.74,364.18,0.22,0.1,0.97,0.51,91.37,002773
28,0.83,36.69,0.84,5.48,5.3,61.67,4.13,0.75,2.2,0.91,0.83,37.73,29.85,-0.83,719.36,3.95,3.43,48.75,-1565.09,9.65,0.31,90.35,16.73,241.53,10.68,44.36,17.82,85.56,71.11,10.03,466.54,38.31,5.49,-37.26,1.5,3.77,0.02,6.62,-0.14,16177,5936,858,26,-33,825,544,380,-1108,-2734,80790,28882,7795,7320,72324,0.75,0.91,296.31,2.83,0.36,0.2,95.29,1324.18,0.58,469.4,-0.07,-0.01,-1.66,-0.14,-15.14,300534
29,4.46,60.41,4.77,23.21,18.08,37.88,14.54,7.44,21.7,7.38,4.46,48.64,37.92,-9.36,335.84,1.85,1.45,20.87,1107.81,39.52,0.1,60.49,3.1,230.41,65.33,53.05,4.87,61.55,55.76,64.31,250.41,15.9,5.33,-21.42,10.91,31.46,0.21,3.4,-0.72,210625,127230,38073,-3356,-189,37884,30189,29980,-13702,-3291,686297,454817,271190,245684,405916,7.44,1.21,223.49,0.87,0.9,0.33,311.99,822.92,0.49,547.67,-0.07,-0.02,-0.45,-0.05,-5.58,002424
30,1.94,35.02,2,5.8,5.65,63.55,4.5,2.5,8.23,2.5,1.94,32.89,30.63,2.94,631.92,2.17,2.02,56.05,1315.15,22.28,0.32,77.72,9.24,319.7,28.67,61.55,12.51,83.56,66.99,28.4,268.86,25.04,3.33,42.56,3.4,6.39,0.08,1.92,0.23,34718,12159,1960,93,-36,1924,1561,1341,-467,-13928,80374,38529,17907,17739,62466,2.5,4.79,56.35,8.04,1.18,0.44,33.58,607.29,0.82,330.32,-0.01,-0.01,-0.3,-0.03,-2.63,002826
31,2.91,71.61,3.14,8.88,7.64,26.56,5.87,5.11,29.22,4.25,2.91,89.19,54.8,-3.39,968.86,1.33,1,23.08,1063.09,31.5,0.42,68.5,14.35,515.52,45.98,61.19,17.11,55.25,97.58,36.33,327.56,17.89,21.69,132.03,2.31,18.41,0.35,4.12,0.41,41007,29364,3133,-48.0,-103,3031,2855,2471,5906,1921,82807,27456,26082,20610,55894,5.16,4.27,63.18,1.75,0.71,0.53,153.97,505.81,1.69,159.45,0.14,0.07,2.45,0.23,28.65,300573
32,3.87,27.49,4.02,17.38,14.56,70.92,12.19,4.61,31.13,4.61,3.87,29.94,10.37,-1.05,190.84,4.21,3.41,207.69,-511.93,15.9,,84.1,,325.3,18.9,,,58.19,41.49,18.38,,26.12,-15.1,-29.18,5.22,13.71,0.31,6.55,0.17,38619,10617,5622,,-58,5563,4707,4495,1117,-10923,121518,79118,19317,18780,102201,4.63,3.29,81.96,2.04,0.88,0.33,132.09,818.68,0.51,532.96,0.03,0.01,0.24,0.06,5.95,603976
33,5.75,48.5,5.88,29.41,22.37,49.36,18.37,10.66,40.53,10.38,5.75,51.66,25.13,-1.7,215.18,0.79,0.55,27.07,615.58,44.58,-0.39,55.42,3.35,105.68,80.45,116.9,5.71,57.08,123.97,77.87,211.17,48.87,-8.65,-23.32,12.93,9.96,0.42,3.06,0.18,55534,26935,12425,-305,92,12517,10420,7517,8485,1756,177405,55526,79093,70610,97763,11.26,5.12,52.7,2.05,0.4,0.32,131.98,842.96,1.08,248.89,0.15,0.05,0.83,0.11,12.02,000952
34,7.55,75.92,7.94,22.84,18.31,22.53,15.41,11.81,44.43,11.69,7.55,77.04,55.93,-0.6,415.41,1.61,1.39,63.95,-17226.49,35.43,0.03,64.57,0.62,285.06,54.87,75.84,0.92,73.27,72.82,50.89,309.48,22.33,6.03,21.22,4.82,2.63,0.45,3.9,-0.02,169103,128388,30965,-127,-59,30906,26182,24585,36438,10925,345110,182832,122265,113402,221764,11.79,6.79,39.74,1.33,1.49,0.52,203.25,523.76,0.99,273.28,0.22,0.11,1.4,0.3,32.13,600285
35,0.75,49.73,0.81,2.54,-5.44,49.01,1.84,2.8,3.3,4.21,0.75,49.61,54.04,305,1874.8,0.85,0.51,6.37,223.53,82.07,-1.5,17.93,9.38,77.96,457.75,240.13,34.35,65.72,365.74,279.18,181.1,24.29,-24.58,-91.4,-33.63,21.39,0.01,0.67,-0.03,21889,10886,-1190,-10,1771,581,168,-1134,12039,-7282,53311,18352,43752,21685,5991,2.84,3.8,71.07,1.52,1.13,0.44,177.34,615.03,1.09,247.16,0.55,0.23,29.93,0.28,55.52,600671
36,8.29,62.96,8.64,17.67,14.8,35.61,12.56,10.85,89.18,10.89,8.29,64.38,46.73,0.74,425.43,2.48,2.08,71.22,-31987.68,23.83,0,76.17,0.06,340.79,31.29,62.69,0.08,51.23,61.16,28.33,404.79,22.1,17.39,7.73,9.7,9.37,0.88,9.59,0.18,740674,466337,109624,825,-9,109615,91858,87010,123643,62840,1121842,599211,267336,242043,846775,11.24,5.94,45.46,2.73,2.01,0.69,98.95,392.33,1.33,202.81,0.17,0.11,1.33,0.46,51.08,600062
37,4.6,58.14,4.9,20.88,16.9,40.66,13.53,9.21,41.04,9.49,4.6,52.47,37.92,-3.88,349.11,1.27,0.83,48.99,655.14,51.52,0.36,48.48,4.19,161.33,106.25,86.32,7.95,73.99,93.78,97.33,201.22,22.71,4.39,93.82,10.35,19.32,0.41,1.26,0,401160,233233,67787,-1613,-978,66808,51179,37274,125228,157010,1179655,643306,607711,507295,555621,11.52,2.37,114.1,0.74,0.76,0.36,363.93,745.86,0.69,391.87,0.31,0.11,2.31,0.21,24.69,600521
38,2.14,75.96,2.23,8.09,6.97,21.89,6.13,2.57,4.08,2.57,2.14,41.32,69.07,11.52,1008.86,3.18,2.6,37.48,1422.77,16.88,0,83.12,0,178.1,20.31,109.96,0,84.25,69.49,15.97,286.77,38.64,0.92,21.7,5.12,13.16,0.04,1.08,0.19,33811,25682,2356,104,189,2546,2072,1898,-3453,-6670,96981,40964,16374,12872,80607,2.6,2.31,116.77,1.01,0.52,0.36,268.18,742.37,0.83,325.07,-0.1,-0.04,-1.67,-0.21,-26.83,002198
39,14.23,65.63,16.84,59.32,33.25,33.36,28.95,23.18,130.5,23.01,14.23,65.35,21.19,0.66,199.13,2.16,1.79,10.34,4185.29,38.15,0.09,61.85,1.48,196.61,61.68,79.27,1.98,68.54,83.51,36.15,368.01,34.22,39.22,31.26,31.81,57.88,1.28,2.29,0.46,189363,124281,62959,960,-547,62412,53791,51953,53365,3143,385128,186189,146918,86117,232066,24.48,4.21,64.18,2.19,1.27,0.58,123.13,463.92,1.28,211.68,0.28,0.14,0.97,0.36,61.97,603658
40,2.62,26.45,2.65,10.9,9.97,72.89,8.33,2.89,7.87,2.79,2.62,32.64,14.82,-3.22,274.49,12.51,8.16,362.24,-742.49,5.96,0.0,94.04,0.0,144.34,6.33,23.16,0.0,85.47,55.19,4.09,1006.54,41.37,26.06,-44.77,1.55,2.41,0.08,0.44,0.07,194932,51563,19425,36,-641,18785,16686,15925,2930,-54615,618588,297507,36846,23778,578091,2.92,5.32,50.74,1.47,1.03,0.32,183.21,847.19,0.65,417.89,0.02,0,0.18,0.08,12.32,300267
41,1.52,27.42,1.57,4.86,4.13,71.79,3.92,3.38,12.17,3.39,1.52,29.08,19.82,14.76,610.64,1,0.69,36.09,476.62,55.27,-336.47,44.73,10.12,137.22,123.54,111.03,18.45,63.73,136.15,110.09,192.37,32.31,15.07,-31.75,1.07,8.54,0.12,2.59,0.08,273144,74891,11294,840,971,12264,10164,6633,3940,-700,705816,275941,390076,276153,300750,3.42,5.31,50.86,2.3,0.8,0.4,117.44,673.48,0.96,281.43,0.01,0.01,0.37,0.01,1.43,600789
42,10.27,43.53,10.85,33.72,23.67,55.41,21.03,12.84,158.38,12.84,10.27,44.23,13.71,2,183.92,2.89,2.07,56.21,-3446.14,19.99,0.0,80.01,0.0,276.78,24.98,44.17,0.0,66.73,69.34,19.28,584.33,29.78,44.61,48.87,19.08,21.59,1.6,12.45,2.75,174249,75842,41246,833,-9,41237,36652,33775,35102,-35683,356824,158849,71312,55036,285512,13.6,2.96,91.14,2.21,1.16,0.52,122.13,523.26,1.06,254.33,0.2,0.1,0.96,0.49,63.78,002821
43,7.28,44.65,7.4,22.53,18.15,54.91,14.91,8.91,51.14,9.93,7.28,68.82,25.31,0.24,245.66,3.33,2.35,79.84,2070.96,26.71,0.26,73.29,9.09,318.79,36.44,59.6,11.03,58.91,66.99,33.24,382.39,24.44,20.03,18.26,9.36,4.96,0.41,2.73,0,176703,78890,32071,36,43,32114,20831,19522,23333,-4728,362203,184352,96727,55327,233777,9.18,2.97,90.83,1.84,0.79,0.5,146.71,544.35,0.98,275.12,0.13,0.06,0.89,0.24,42.17,002022
44,6.97,46.85,6.81,31.11,22.4,51.86,18.49,9.66,16.53,9.25,6.97,38.16,19.14,0.41,208.36,3.26,2.79,83.45,-188.87,24.69,0,75.31,0,325.56,32.79,47.56,0,53.35,34.42,30.22,358.03,0,13.94,2.72,-9.53,-6.88,0.18,1.76,0.3,114413,53606,25623,3.0,105,25728,22109,14523,13670,-11005,303761,225036,75013,69121,228855,8.89,4.28,63.04,2.1,0.99,0.37,128.74,733.5,0.49,546.56,0.12,0.05,0.65,0.18,19.78,002550
45,3.74,30.21,3.91,13.99,11.73,68.52,9.94,4.93,16.75,4.9,3.74,31.97,14.11,-7.85,257.25,2.32,1.47,78.04,-3327.28,23.57,0.05,76.43,1.23,203.51,30.84,69.49,1.58,58.51,67.7,27.26,429.89,41.48,7.04,43.87,2.15,13.08,0.17,4.95,0.39,135827,41027,15932,-1268,17,15948,13568,14335,31120,29890,360670,174049,85015,75142,275263,4.9,2.85,94.78,1.59,0.63,0.39,169.52,687.02,0.84,322.62,0.23,0.09,2.31,0.37,41.41,603456
46,-5.77,49.86,-5.7,-23.18,-16.91,48.61,-20.37,-10.48,-22.91,-7.72,-5.77,39.25,24.18,-3.74,-289.48,2.49,1.72,53.01,-1344.13,25.27,0.25,74.73,6.63,129.31,33.81,67.7,8.15,51.71,73.7,32.99,386.88,46.83,1.74,-200.66,-7.13,-1.35,-0.26,1.17,0.37,93972,46859,-15894,899,-293,-16187,-21291,-21863,20829,10733,331825,149056,83843,59802,203062,-9.86,1.87,144.13,1,1.06,0.28,268.74,964.98,0.69,389.33,0.22,0.06,1.88,0.25,34.83,002349
47,8.77,63.37,10.34,33.95,25.96,35.67,21.99,13.3,34.31,13.3,8.77,63.86,39.67,0.26,244.64,3.21,2.93,101.23,6294.02,34.04,0.01,65.96,0.32,887.78,51.6,62.78,0.47,53.29,66.45,26.52,576.23,7.66,17.28,22.99,28.93,51.15,0.34,1.54,0.19,62657,39704,16264,76,-34,16230,13776,11132,2191,3480,157058,88213,53459,27475,103599,15.01,2.78,97.12,3.35,3.39,0.47,80.64,573.98,0.86,314.8,0.04,0.01,0.16,0.04,7.97,002907
48,4.98,43.78,5.14,10.35,9.19,55.17,7.08,7.86,44.19,7.51,4.98,25.51,32.23,6.55,478.2,2.41,2.02,114.09,-849.09,33.74,0.01,66.26,0.57,252.81,50.93,35.81,0.85,62.71,36.11,48.56,291.81,17.82,13.97,12.5,7.45,10.39,0.38,3.56,0,261075,114296,23985,1648,-84,23901,16063,15958,37015,36104,371647,282724,125408,117463,204436,7.82,9.61,28.08,3.24,1.68,0.73,83.43,371.75,0.96,280.46,0.14,0.1,2,0.3,31.51,600479
