,总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),code,model,location
37,-1.26,12.03,-1.25,-3.07,-3.03,87.13,-3.24,-2.76,-9.89,-2.65,-1.26,22.89,10.5,-0.42,-398.32,1.61,1.33,41.49,-44.49,52.59,-8.26,47.41,10.53,116.67,110.93,104.8,21.83,58.62,92.16,73.56,147.97,34.35,-22.61,-287.38,-3.63,-2.07,-0.1,4.15,1.71,225189.0,27096.0,-6816.0,15.0,14.0,-6803.0,-7483.0,-9705.0,13436.0,20473.0,580291.0,326753.0,305177.0,202363.0,271336.0,-2.72,3.47,77.89,3.14,0.75,0.39,86.05,698.94,0.69,391.64,0.06,0.02,2.39,0.04,6.64,2284,3,29
38,12.59,33.36,12.94,27.01,20.24,66.01,17.64,15.62,101.66,16.99,12.59,26.91,8.38,7.84,164.64,2.73,1.85,54.23,4005.51,25.9,0.65,74.1,31.21,267.57,34.96,41.5,40.64,84.82,45.04,32.92,168.96,25.4,10.27,4.1,115.73,99.2,0.89,3.876742424242422,3.52,207422.0,69192.0,41984.0,3251.0,43.0,42027.0,32091.0,31112.0,40938.0,10364.0,290708.0,193696.0,75307.0,70909.0,205427.0,16.76,3.17,85.07,2.07,0.68,0.68,130.13,529.57,1.11,244.1,0.2,0.14,1.12,0.54,57.73,603786,3,2
39,-1.62,11.36,-1.62,-4.27,-5.76,88.11,-4.47,-2.55,-7.06,-2.55,-1.62,27.65,15.13,-33.63,-256.44,1.55,1.1,23.88,-279.61,36.33,0.36,63.67,5.34,207.26,57.06,83.23,7.74,43.88,90.22,51.63,296.13,30.1,-13.05,-2566.78,-9.56,-6.7,-0.07,1.4,-0.07,50256.0,5708.0,-2894.0,80.0,668.0,-2226.0,-2248.0,-3004.0,2302.0,-7269.0,138651.0,59008.0,50370.0,38168.0,88143.0,-2.51,2.32,116.42,2.29,0.53,0.36,117.99,746.89,0.78,343.99,0.05,0.02,-0.86,0.05,6.03,2265,3,8
40,5.22,19.55,5.28,10.03,8.92,80.06,7.41,7.55,138.65,8.58,5.22,34.6,8.83,14.01,218.3,1.53,1.1,26.86,3245.08,39.12,0.04,60.88,0.74,154.71,64.26,78.3,1.2,81.47,79.25,56.87,281.29,36.15,9.33,21.67,10.75,8.16,1.07,1.39,0.29,1171395.0,228962.0,104515.0,14319.0,371.0,104886.0,66968.0,64368.0,108344.0,-32951.0,1662264.0,860270.0,650311.0,563196.0,886705.0,6.9,3.83,70.42,3.95,0.66,0.71,68.34,379.0,1.37,196.97,0.09,0.07,1.25,0.17,19.24,2048,3,29
41,0.96,14.81,0.96,2.45,2.19,83.96,2.02,2.77,69.46,3.03,0.96,41.75,9.01,-12.39,641.12,1.02,0.77,10.81,211.27,68.48,5.11,31.52,6.54,438.77,217.3,114.81,17.18,85.35,138.63,195.36,151.99,18.74,5.44,-11.71,4.39,3.18,0.51,0.0,0.0,9382180.0,1389711.0,205575.0,-38035.0,11188.0,216763.0,157430.0,58731.0,383267.0,-161247.0,19822558.0,11162128.0,13575226.0,10908612.0,5682160.0,2.67,1.93,140.01,2.92,0.72,0.48,92.32,565.21,0.83,326.4,0.04,0.02,2.02,0.03,3.51,2594,3,9
42,2.88,35.19,2.89,10.17,6.36,64.06,8.33,4.66,14.03,4.52,2.88,35.96,19.18,36.67,411.97,1.53,1.15,26.79,716.0,36.38,0.22,63.62,3.59,349.88,57.17,78.41,5.34,56.7,82.84,54.1,282.99,17.83,5.56,-37.28,6.92,2.59,0.14,3.83,0.21,26932.0,9478.0,1712.0,255.0,588.0,2301.0,2264.0,1818.0,1298.0,-4250.0,78017.0,36898.0,28379.0,24053.0,48558.0,4.88,2.28,118.46,1.9,1.34,0.35,141.97,779.9,0.71,380.82,0.05,0.02,0.58,0.05,5.4,300585,3,3
43,4.6,15.11,4.85,6.58,5.99,84.56,5.11,9.22,61.78,9.7,4.6,15.05,6.14,1.61,252.09,1.47,0.91,24.75,1102.34,52.54,0.46,47.46,8.95,150.52,110.7,69.09,15.87,55.95,82.12,106.46,192.44,31.43,9.69,24.74,6.8,-0.67,0.57,4.82,0.33,616998.0,93199.0,36951.0,575.0,20.0,36970.0,29030.0,28012.0,61585.0,9987.0,684441.0,417682.0,359603.0,284548.0,314713.0,9.36,4.72,57.25,3.51,1.87,0.95,76.82,284.54,1.6,168.27,0.1,0.09,1.95,0.17,21.64,603013,3,3
44,2.56,22.04,2.46,5.93,5.2,77.21,4.77,2.94,18.61,3.04,2.56,22.55,13.84,25.56,404.67,3.98,3.01,81.5,-563.26,15.83,0.06,84.17,2.08,379.69,18.8,55.61,3.19,41.61,46.81,18.07,326.53,21.45,-25.09,-32.59,-1.43,-12.75,0.17,5.75,-0.21,157876.0,34794.0,8209.0,1808.0,390.0,8598.0,6787.0,5740.0,441.0,-5309.0,294214.0,178281.0,46568.0,44744.0,230601.0,2.95,2.19,123.41,2.64,1.59,0.52,102.41,523.56,0.83,325.69,0.0,0.0,0.06,0.01,0.99,600523,3,23
45,1.7,22.25,1.71,3.71,3.41,76.94,3.22,3.13,12.78,3.05,1.7,29.48,13.03,-1.13,659.94,1.12,0.84,21.22,446.41,44.12,0.18,55.88,0.91,65.12,78.96,93.75,1.61,75.39,95.29,76.07,224.71,0.0,-6.57,-65.93,-2.26,7.18,0.13,2.48,0.51,198616.0,44200.0,6773.0,0.0,-76.0,6698.0,6548.0,5352.0,33047.0,3410.0,376058.0,175819.0,165920.0,156404.0,209244.0,1.77,3.26,82.78,2.83,0.84,0.53,95.56,508.67,1.12,242.15,0.17,0.09,5.16,0.2,21.13,2536,3,12
46,2.03,16.86,2.02,3.93,3.69,83.0,2.62,5.36,92.16,6.21,2.03,17.3,9.79,15.64,461.22,1.33,0.94,30.41,314.75,67.37,1.76,32.63,20.8,148.42,206.48,98.09,38.93,61.63,160.61,173.38,166.65,21.82,16.2,-2.05,11.95,12.33,0.74,2.81,0.04,4580644.0,772365.0,169009.0,27741.0,-1547.0,167461.0,70230.0,81415.0,193623.0,-102164.0,5913255.0,2814361.0,3983839.0,2115348.0,1310324.0,5.5,4.64,58.13,4.82,2.4,0.77,56.04,349.11,1.6,168.99,0.04,0.03,1.62,0.05,9.15,600699,3,29
47,0.29,16.59,0.29,0.63,0.57,82.72,1.02,0.47,0.78,0.47,0.29,17.48,13.58,155.43,2702.15,1.46,1.04,22.41,149.94,37.07,0.08,62.93,1.02,430.68,58.9,89.37,1.6,53.5,90.82,48.35,311.21,14.85,-23.3,-94.25,-6.51,-3.19,0.01,2.69,0.18,239114.0,39675.0,1368.0,2182.0,100.0,1468.0,2434.0,1211.0,27837.0,-2649.0,828721.0,355045.0,307175.0,243707.0,520741.0,0.47,2.26,119.52,1.94,1.35,0.29,139.35,939.78,0.64,420.89,0.12,0.03,11.4,0.09,11.42,2239,3,3
48,-1.58,18.99,-1.52,-4.9,-4.82,79.72,-5.57,-3.25,-23.5,-3.25,-1.58,15.86,20.56,-30.96,-381.29,1.42,0.96,28.56,-16.25,51.35,0.2,48.65,2.78,240.69,105.57,102.26,5.41,52.74,108.11,74.53,260.54,20.8,-29.64,-172.82,1.15,5.47,-0.23,6.22,1.92,50967.0,9681.0,-2456.0,869.0,-83.0,-2539.0,-2841.0,-3364.0,-5349.0,-25097.0,179691.0,85186.0,92279.0,60152.0,87413.0,-3.13,2.18,124.1,1.49,0.84,0.27,181.18,990.1,0.52,524.07,-0.11,-0.03,-2.17,-0.06,-8.89,2865,3,22
49,3.52,15.95,3.64,5.77,5.32,83.47,4.71,7.8,70.47,10.78,3.52,16.11,8.23,22.48,299.84,1.03,0.96,21.13,3051.7,67.37,0.01,32.63,0.01,162.56,206.43,96.66,0.04,43.43,96.7,204.27,146.33,20.08,4.46,1.85,8.05,18.29,0.34,2.36,-0.22,469451.0,74893.0,24962.0,5598.0,15.0,24977.0,10545.0,10254.0,24211.0,-1110.0,628090.0,429879.0,423123.0,418597.0,135206.0,7.84,3.0,90.09,13.26,2.56,0.77,20.36,349.11,1.16,233.77,0.05,0.04,1.1,0.06,5.78,600081,3,2
50,3.61,21.83,3.65,16.44,14.19,77.5,11.09,6.37,39.58,5.51,3.61,22.76,8.1,7.81,153.93,1.96,1.37,13.75,834.26,34.53,0.24,65.47,6.2,263.01,52.74,66.3,8.65,66.86,72.58,50.3,284.77,25.49,-3.98,12.42,8.49,7.73,0.37,7.12,0.84,68202.0,14886.0,9677.0,761.0,-6.0,9671.0,7027.0,6231.0,11082.0,-2502.0,209654.0,110029.0,72392.0,56041.0,110306.0,6.58,2.31,116.74,1.59,0.84,0.33,169.64,820.42,0.62,432.55,0.16,0.05,1.47,0.15,19.78,603006,3,2
51,0.26,14.98,0.26,0.8,0.76,84.95,0.67,6.5,6.01,4.56,0.26,15.73,10.43,0.46,1967.9,1.44,1.36,15.19,118.53,94.27,0.91,5.73,26.2,133.96,1645.21,17.49,82.05,62.77,97.47,1604.69,107.73,4.16,23.56,-36.74,3.03,6.62,0.06,0.82,-0.23,197319.0,29567.0,1495.0,1278.0,7.0,1502.0,1312.0,1295.0,78579.0,9617.0,505464.0,477234.0,476501.0,332352.0,20204.0,6.73,0.5,541.95,7.41,5.6,0.38,36.45,703.67,0.41,664.53,0.4,0.16,59.47,0.16,23.64,600213,3,3
52,3.56,11.96,3.67,6.56,6.04,87.55,4.82,12.95,19.69,21.53,3.56,12.79,6.33,14.97,193.26,0.99,0.9,55.4,435.7,83.45,-2.79,16.55,2.47,168.62,504.28,120.22,12.98,45.57,138.15,486.38,122.61,10.01,0.39,-4.74,14.68,8.28,0.05,0.32,0.75,445935.0,53326.0,26946.0,3485.0,646.0,27592.0,5413.0,2278.0,31422.0,54866.0,603897.0,465834.0,503959.0,471172.0,41788.0,13.99,3.37,80.12,10.71,5.14,0.76,25.22,355.17,1.02,265.04,0.07,0.05,1.46,0.06,6.67,600609,3,13
53,-0.9,28.94,-0.89,-4.32,-5.09,69.75,-4.36,-1.13,-1.84,-1.03,-0.9,45.74,28.81,-31.03,-670.7,6.31,5.68,203.05,270.72,12.73,0.0,87.27,0.0,1405.68,14.59,10.43,0.0,56.1,22.54,14.59,217.28,3.96,19.3,-261.63,0.13,0.31,-0.02,4.34,0.8,8720.0,2524.0,-444.0,49.0,68.0,-376.0,-409.0,-508.0,-629.0,7458.0,42402.0,34063.0,5398.0,5398.0,36296.0,-1.12,2.54,106.11,1.79,1.15,0.2,151.2,1319.0,0.26,1058.41,-0.07,-0.01,0.45,-0.12,-11.66,2213,3,9
54,0.93,33.57,0.92,45.53,30.22,65.28,26.9,1.0,3.48,0.98,0.93,33.5,-0.05,2.8,111.06,30.32,29.87,2791.46,-7.02,4.61,0.02,95.39,1.71,179.28,4.83,12.37,1.82,54.7,13.45,3.01,1756.7,32.52,0.61,123.01,1.48,-3.5,0.04,3.22,0.24,27908.0,9368.0,8434.0,235.0,2.0,8435.0,7704.0,6447.0,-2501.0,365546.0,803854.0,700693.0,37052.0,23107.0,767100.0,1.01,0.97,277.12,1.99,1.21,0.03,135.89,7848.84,0.04,6887.76,-0.09,-0.0,-0.33,-0.07,-10.82,2625,3,29
55,-1.63,24.46,-1.67,-4.62,-4.7,74.85,-4.53,-4.59,-18.29,-3.54,-1.63,25.6,20.5,21.62,-551.76,1.3,0.97,11.03,-402.97,53.88,0.14,46.12,2.12,278.79,116.84,70.1,4.39,54.05,73.32,115.13,184.6,17.06,-3.5,-862.17,-7.67,1.58,-0.21,2.99,-0.26,169954.0,41569.0,-7991.0,-2086.0,458.0,-7534.0,-8964.0,-9424.0,-65637.0,-48771.0,472087.0,312467.0,254370.0,240667.0,195469.0,-4.48,1.22,221.6,1.73,1.19,0.37,156.06,733.3,0.57,477.88,-0.39,-0.14,-253.31,-0.26,-27.27,600501,3,3
56,3.83,32.54,4.11,27.6,21.03,66.74,19.83,5.17,11.37,4.85,3.83,24.41,9.18,37.32,153.82,3.65,3.3,64.04,27359.26,21.17,0.17416,78.83,4.816400000000002,498.07,26.86,84.23672,9.659759999999999,77.06,35.93,24.9,252.05600000000004,14.54,3.35,-1.53,6.54,18.62,0.12,1.04,-0.15,49635.0,16150.0,10439.0,3857.0,61.0,10500.0,10020.0,5666.0,12418.0,-26090.0,257283.0,184422.0,54468.0,50506.0,193996.0,5.29,2.15,125.72,2.03,1.24,0.21,133.03,1304.35,0.3,909.4,0.25,0.05,1.26,0.23,24.59,300304,3,3
57,1.32,16.85,1.27,5.7,5.23,82.33,5.02,1.94,18.7,1.94,1.32,17.27,11.22,2.92,312.93,2.79,2.08,53.22,-1572.75,32.09,0.01,67.91,0.45,1107.61,47.26,15.81,1.01,64.82,21.49,45.04,191.37,5.65,-6.1,-61.65,4.75,1.16,0.19,8.15,1.65,42642.0,7184.0,2229.0,311.0,67.0,2296.0,2141.0,466.0,-9592.0,-2596.0,162426.0,138722.0,52124.0,49681.0,110302.0,0.43,1.0,268.92,1.08,3.51,0.25,250.02,1066.35,0.29,941.75,-0.22,-0.06,-4.48,-0.18,-19.31,300745,3,9
58,-3.13,-4.33,-3.07,-18.4,-21.77,102.75,-18.49,-3.33,-17.17,-3.33,-3.13,-5.91,13.99,-0.98,19.89,8.91,7.37,502.72,771.27,5.89,0.2,94.11,3.36,262.4,6.26,78.9,4.28,53.82,50.56,6.25,399.03,35.87,-23.99,-1481.62,-5.14,-4.8,-0.17,4.37,0.88,40762.0,-1765.0,-8872.0,89.0,-2.0,-8874.0,-7535.0,-8300.0,6460.0,2488.0,240472.0,126055.0,14162.0,14148.0,226310.0,-3.28,4.22,63.97,1.59,0.26,0.17,169.82,1623.57,0.32,835.14,0.16,0.03,45.19,0.46,45.66,603758,3,0
59,5.07,28.24,5.05,25.1,20.01,70.54,17.04,6.36,29.66,6.35,5.07,12.84,8.53,2.01,140.11,2.52,2.16,89.86,-1546.94,20.24,0.0,79.76,0.05,425.51,25.37,70.43,0.06,74.4,70.47,21.83,550.71,14.81,-15.89,11.21,3.22,5.42,0.3,1.69,0.14,168860.0,47679.0,33781.0,434.0,250.0,34031.0,28680.0,26672.0,21057.0,-38501.0,567704.0,248606.0,114894.0,98571.0,451119.0,6.3,4.36,61.89,4.01,1.08,0.3,67.37,910.01,0.65,414.56,0.12,0.04,0.73,0.18,21.36,601965,3,0
